,Rating_sum,smoker,drink_level,dress_preference,ambience,transport,marital_status,hijos,age,interest,personality,religion,activity,budget,alcohol,smoking_area,dress_code,accessibility,price,Rambience,area,other_services
239,4,FALSE,casual drinker,formal,friends,public,single,independent,21,technology,hard-worker,Catholic,student,low,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
240,6,FALSE,abstemious,formal,family,public,single,independent,19,eco-friendly,thrifty-protector,Catholic,student,medium,Wine-Beer,none,informal,completely,low,familiar,closed,variety
241,0,FALSE,abstemious,formal,family,public,single,independent,19,eco-friendly,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,no_accessibility,low,familiar,closed,none
242,6,FALSE,abstemious,formal,family,public,single,independent,19,eco-friendly,thrifty-protector,Catholic,student,medium,Wine-Beer,none,informal,completely,low,familiar,closed,variety
243,3,FALSE,casual drinker,formal,friends,public,single,independent,21,technology,hard-worker,Catholic,student,low,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
244,4,FALSE,casual drinker,formal,friends,public,single,independent,21,technology,hard-worker,Catholic,student,low,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
245,6,FALSE,abstemious,formal,family,public,single,independent,19,eco-friendly,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
246,3,FALSE,casual drinker,formal,friends,public,single,independent,21,technology,hard-worker,Catholic,student,low,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
247,5,FALSE,casual drinker,formal,friends,public,single,independent,21,technology,hard-worker,Catholic,student,low,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
248,4,FALSE,casual drinker,formal,friends,public,single,independent,21,technology,hard-worker,Catholic,student,low,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
249,3,TRUE,casual drinker,formal,friends,public,single,independent,22,technology,thrifty-protector,Catholic,student,low,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
250,2,TRUE,casual drinker,formal,friends,public,single,independent,22,technology,thrifty-protector,Catholic,student,low,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
251,3,TRUE,casual drinker,formal,friends,public,single,independent,22,technology,thrifty-protector,Catholic,student,low,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
252,3,TRUE,casual drinker,formal,friends,public,single,independent,22,technology,thrifty-protector,Catholic,student,low,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
253,1,TRUE,casual drinker,formal,friends,public,single,independent,22,technology,thrifty-protector,Catholic,student,low,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
254,3,TRUE,casual drinker,formal,friends,public,single,independent,22,technology,thrifty-protector,Catholic,student,low,No_Alcohol_Served,none,informal,no_accessibility,low,quiet,open,none
255,2,TRUE,casual drinker,formal,friends,public,single,independent,22,technology,thrifty-protector,Catholic,student,low,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
256,2,TRUE,casual drinker,formal,friends,public,single,independent,22,technology,thrifty-protector,Catholic,student,low,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
257,5,FALSE,social drinker,formal,family,public,married,dependent,24,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
258,5,FALSE,social drinker,formal,family,public,married,dependent,24,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
259,2,FALSE,social drinker,formal,family,public,married,dependent,24,technology,thrifty-protector,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
260,6,FALSE,social drinker,formal,family,public,married,dependent,24,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
261,0,FALSE,casual drinker,formal,family,car owner,single,independent,21,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
262,4,FALSE,social drinker,formal,family,public,married,dependent,24,technology,thrifty-protector,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
263,4,FALSE,casual drinker,formal,family,car owner,single,independent,21,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
264,0,FALSE,casual drinker,formal,family,car owner,single,independent,21,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,low,quiet,open,none
265,4,FALSE,casual drinker,formal,family,car owner,single,independent,21,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
266,6,FALSE,casual drinker,formal,family,car owner,single,independent,21,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
267,4,FALSE,casual drinker,formal,family,car owner,single,independent,21,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
268,6,FALSE,casual drinker,formal,family,car owner,single,independent,21,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
269,5,FALSE,casual drinker,formal,family,car owner,single,independent,21,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
270,3,FALSE,casual drinker,formal,family,car owner,single,independent,21,variety,hard-worker,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
271,4,FALSE,casual drinker,formal,family,car owner,single,independent,21,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
272,4,FALSE,casual drinker,formal,family,car owner,single,independent,21,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
273,6,FALSE,casual drinker,formal,family,car owner,single,independent,21,variety,hard-worker,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
274,4,FALSE,casual drinker,formal,family,car owner,single,independent,21,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
275,5,FALSE,casual drinker,formal,family,car owner,single,independent,21,variety,hard-worker,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
276,0,FALSE,abstemious,informal,friends,public,single,independent,20,variety,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
277,0,FALSE,abstemious,informal,friends,public,single,independent,20,variety,thrifty-protector,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
278,1,FALSE,abstemious,informal,friends,public,single,independent,20,variety,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
279,1,FALSE,abstemious,informal,friends,public,single,independent,20,variety,thrifty-protector,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
280,1,FALSE,abstemious,informal,friends,public,single,independent,20,variety,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
281,1,FALSE,abstemious,informal,friends,public,single,independent,20,variety,thrifty-protector,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
282,2,FALSE,abstemious,informal,friends,public,single,independent,20,variety,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
283,1,FALSE,abstemious,informal,friends,public,single,independent,20,variety,thrifty-protector,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
284,6,FALSE,social drinker,formal,family,public,married,dependent,24,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
285,0,FALSE,social drinker,formal,family,public,married,dependent,24,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
286,6,FALSE,social drinker,formal,family,public,married,dependent,24,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
287,6,FALSE,social drinker,formal,family,public,married,dependent,24,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,no_accessibility,medium,familiar,closed,none
288,6,FALSE,social drinker,formal,family,public,married,dependent,24,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
289,6,FALSE,social drinker,formal,family,public,married,dependent,24,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,low,quiet,open,none
290,4,FALSE,social drinker,formal,family,public,married,dependent,24,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
291,4,FALSE,social drinker,formal,family,public,married,dependent,24,technology,thrifty-protector,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
292,6,FALSE,social drinker,formal,family,public,married,dependent,24,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
293,5,FALSE,social drinker,formal,family,public,married,dependent,24,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
294,6,FALSE,social drinker,formal,family,public,married,dependent,24,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
295,0,FALSE,social drinker,formal,family,public,single,independent,20,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
296,0,FALSE,social drinker,formal,family,public,single,independent,20,variety,hard-worker,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
297,0,FALSE,social drinker,formal,family,public,single,independent,20,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
298,0,FALSE,social drinker,formal,family,public,single,independent,20,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
299,0,FALSE,social drinker,formal,family,public,single,independent,20,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
300,0,FALSE,social drinker,formal,family,public,single,independent,20,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
301,0,FALSE,social drinker,formal,family,public,single,independent,20,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
302,0,FALSE,social drinker,formal,family,public,single,independent,20,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
303,4,FALSE,casual drinker,informal,family,car owner,single,independent,20,technology,thrifty-protector,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
304,5,FALSE,casual drinker,informal,family,car owner,single,independent,20,technology,thrifty-protector,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
305,6,FALSE,casual drinker,informal,family,car owner,single,independent,20,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
306,3,FALSE,casual drinker,informal,solitary,public,single,independent,22,variety,thrifty-protector,Catholic,student,low,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
307,4,FALSE,casual drinker,informal,family,car owner,single,independent,20,technology,thrifty-protector,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
308,4,FALSE,casual drinker,informal,solitary,public,single,independent,22,variety,thrifty-protector,Catholic,student,low,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
309,3,FALSE,casual drinker,informal,family,car owner,single,independent,20,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
310,4,FALSE,casual drinker,informal,family,car owner,single,independent,20,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
311,4,FALSE,casual drinker,informal,family,car owner,single,independent,20,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
312,3,FALSE,casual drinker,informal,family,car owner,single,independent,20,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
313,2,FALSE,casual drinker,informal,family,car owner,single,independent,20,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
314,4,FALSE,casual drinker,informal,family,car owner,single,independent,20,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
315,3,FALSE,casual drinker,informal,family,car owner,single,independent,20,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
316,2,FALSE,casual drinker,informal,family,car owner,single,independent,20,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
317,6,TRUE,social drinker,formal,friends,public,single,independent,21,variety,hard-worker,Catholic,student,low,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
318,6,TRUE,social drinker,formal,friends,public,single,independent,21,variety,hard-worker,Catholic,student,low,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
319,1,TRUE,social drinker,formal,friends,public,single,independent,21,variety,hard-worker,Catholic,student,low,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
320,5,TRUE,social drinker,formal,friends,public,single,independent,21,variety,hard-worker,Catholic,student,low,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
321,2,TRUE,social drinker,formal,friends,public,single,independent,21,variety,hard-worker,Catholic,student,low,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
322,6,TRUE,social drinker,formal,friends,public,single,independent,21,variety,hard-worker,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
323,3,TRUE,social drinker,formal,friends,public,single,independent,21,variety,hard-worker,Catholic,student,low,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
324,6,TRUE,social drinker,formal,friends,public,single,independent,21,variety,hard-worker,Catholic,student,low,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
325,0,FALSE,casual drinker,no preference,family,public,single,independent,27,eco-friendly,thrifty-protector,Catholic,student,medium,Wine-Beer,none,informal,completely,low,familiar,closed,variety
326,3,FALSE,abstemious,no preference,family,public,single,independent,81,none,hard-worker,none,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
327,3,FALSE,abstemious,no preference,family,public,single,independent,81,none,hard-worker,none,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
328,4,FALSE,abstemious,no preference,family,public,single,independent,81,none,hard-worker,none,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
329,2,FALSE,abstemious,no preference,family,public,single,independent,81,none,hard-worker,none,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
330,3,FALSE,abstemious,no preference,family,public,single,independent,81,none,hard-worker,none,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
331,6,FALSE,abstemious,no preference,family,public,single,independent,81,none,hard-worker,none,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
332,6,FALSE,abstemious,no preference,family,public,single,independent,81,none,hard-worker,none,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
333,4,FALSE,abstemious,no preference,family,public,single,independent,81,none,hard-worker,none,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
334,3,FALSE,abstemious,no preference,family,public,single,independent,81,none,hard-worker,none,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
335,3,FALSE,abstemious,no preference,family,public,single,independent,81,none,hard-worker,none,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
336,2,FALSE,abstemious,no preference,family,public,single,independent,81,none,hard-worker,none,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
337,3,FALSE,abstemious,no preference,family,public,single,independent,81,none,hard-worker,none,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
338,2,FALSE,abstemious,no preference,family,public,single,independent,81,none,hard-worker,none,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
339,3,FALSE,abstemious,no preference,family,public,single,independent,81,none,hard-worker,none,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
340,3,FALSE,abstemious,no preference,family,public,single,independent,81,none,hard-worker,none,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
341,3,FALSE,casual drinker,informal,solitary,public,single,independent,20,none,hard-worker,none,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
342,6,FALSE,casual drinker,informal,solitary,public,single,independent,20,none,hard-worker,none,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
343,6,FALSE,casual drinker,informal,solitary,public,single,independent,20,none,hard-worker,none,student,medium,No_Alcohol_Served,not permitted,informal,no_accessibility,medium,familiar,closed,none
344,4,FALSE,casual drinker,informal,solitary,public,single,independent,20,none,hard-worker,none,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
345,4,FALSE,casual drinker,informal,solitary,public,single,independent,20,none,hard-worker,none,student,medium,No_Alcohol_Served,none,informal,no_accessibility,low,quiet,open,none
346,6,FALSE,casual drinker,informal,solitary,public,single,independent,20,none,hard-worker,none,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
347,6,FALSE,casual drinker,informal,solitary,public,single,independent,20,none,hard-worker,none,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
348,2,FALSE,casual drinker,informal,solitary,public,single,independent,20,none,hard-worker,none,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
349,2,FALSE,casual drinker,informal,solitary,public,single,independent,20,none,hard-worker,none,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
350,3,FALSE,casual drinker,informal,solitary,public,single,independent,20,none,hard-worker,none,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
351,4,FALSE,abstemious,no preference,family,public,single,independent,19,none,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
352,5,FALSE,abstemious,no preference,family,public,single,independent,19,none,thrifty-protector,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
353,2,FALSE,abstemious,no preference,family,public,single,independent,19,none,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
354,4,FALSE,abstemious,no preference,family,public,single,independent,19,none,thrifty-protector,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
355,3,FALSE,abstemious,no preference,family,public,single,independent,19,none,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
356,4,FALSE,abstemious,no preference,family,public,single,independent,19,none,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
357,2,FALSE,abstemious,no preference,family,public,single,independent,19,none,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
358,5,FALSE,abstemious,no preference,family,public,single,independent,19,none,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
359,5,FALSE,abstemious,no preference,family,public,single,independent,19,none,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
360,0,FALSE,abstemious,informal,friends,public,single,independent,81,variety,hard-worker,none,student,low,No_Alcohol_Served,not permitted,informal,no_accessibility,medium,familiar,closed,none
361,3,FALSE,abstemious,informal,friends,public,single,independent,81,variety,hard-worker,none,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
362,3,FALSE,abstemious,informal,friends,public,single,independent,81,variety,hard-worker,none,student,low,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
363,5,FALSE,abstemious,informal,friends,public,single,independent,81,variety,hard-worker,none,student,low,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
364,0,FALSE,abstemious,informal,friends,public,single,independent,81,variety,hard-worker,none,student,low,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
365,3,FALSE,abstemious,informal,family,public,single,independent,71,variety,hard-worker,none,professional,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
366,6,FALSE,abstemious,informal,family,public,single,independent,71,variety,hard-worker,none,professional,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
367,6,FALSE,abstemious,informal,family,public,single,independent,71,variety,hard-worker,none,professional,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
368,6,FALSE,abstemious,informal,friends,public,single,independent,81,variety,hard-worker,none,student,low,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
369,5,FALSE,abstemious,informal,family,public,single,independent,71,variety,hard-worker,none,professional,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
370,3,FALSE,abstemious,informal,friends,public,single,independent,81,variety,hard-worker,none,student,low,No_Alcohol_Served,none,informal,no_accessibility,low,quiet,open,none
371,6,FALSE,abstemious,informal,family,public,single,independent,71,variety,hard-worker,none,professional,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
372,5,FALSE,abstemious,informal,friends,public,single,independent,81,variety,hard-worker,none,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
373,2,FALSE,social drinker,formal,family,public,married,dependent,24,technology,thrifty-protector,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
374,6,FALSE,abstemious,informal,friends,public,single,independent,81,variety,hard-worker,none,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
375,4,FALSE,social drinker,no preference,family,public,single,independent,21,variety,thrifty-protector,Catholic,student,low,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
376,0,FALSE,social drinker,no preference,family,public,single,independent,21,variety,thrifty-protector,Catholic,student,low,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
377,0,FALSE,social drinker,no preference,family,public,single,independent,21,variety,thrifty-protector,Catholic,student,low,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
378,0,FALSE,social drinker,no preference,family,public,single,independent,21,variety,thrifty-protector,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
379,6,FALSE,social drinker,no preference,family,public,single,independent,21,variety,thrifty-protector,Catholic,student,low,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
380,3,FALSE,social drinker,no preference,family,public,single,independent,21,variety,thrifty-protector,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
381,6,FALSE,social drinker,no preference,family,public,single,independent,21,variety,thrifty-protector,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
382,6,TRUE,casual drinker,no preference,friends,car owner,single,independent,26,variety,hunter-ostentatious,none,student,medium,Wine-Beer,none,informal,completely,low,familiar,closed,variety
383,5,TRUE,casual drinker,no preference,friends,car owner,single,independent,26,variety,hunter-ostentatious,none,student,medium,Wine-Beer,none,informal,completely,low,familiar,closed,variety
384,6,TRUE,casual drinker,no preference,friends,car owner,single,independent,26,variety,hunter-ostentatious,none,student,medium,Wine-Beer,none,informal,completely,low,familiar,closed,variety
385,3,TRUE,social drinker,no preference,family,public,single,independent,21,none,conformist,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
386,5,FALSE,social drinker,informal,family,public,single,independent,20,none,hard-worker,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
387,5,FALSE,social drinker,informal,family,public,single,independent,20,none,hard-worker,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
388,6,FALSE,social drinker,informal,family,public,single,independent,20,none,hard-worker,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
389,6,FALSE,social drinker,informal,family,public,single,independent,20,none,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
390,6,FALSE,social drinker,informal,family,public,single,independent,20,none,hard-worker,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,no_accessibility,medium,familiar,closed,none
391,6,FALSE,social drinker,informal,family,public,single,independent,20,none,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,low,quiet,open,none
392,6,FALSE,social drinker,informal,family,public,single,independent,20,none,hard-worker,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
393,6,FALSE,social drinker,informal,family,public,single,independent,20,none,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
394,6,FALSE,social drinker,informal,family,public,single,independent,20,none,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
395,6,FALSE,social drinker,informal,family,public,single,independent,20,none,hard-worker,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
396,0,FALSE,social drinker,informal,family,public,single,independent,20,none,hard-worker,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
397,6,FALSE,social drinker,informal,family,public,single,independent,20,none,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
398,5,TRUE,social drinker,no preference,family,public,single,independent,81,variety,thrifty-protector,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
399,2,TRUE,social drinker,no preference,family,public,single,independent,81,variety,thrifty-protector,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
400,3,TRUE,social drinker,no preference,family,public,single,independent,81,variety,thrifty-protector,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
401,4,TRUE,social drinker,no preference,family,public,single,independent,81,variety,thrifty-protector,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
402,6,TRUE,social drinker,no preference,family,public,single,independent,81,variety,thrifty-protector,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
403,6,FALSE,abstemious,formal,friends,car owner,single,independent,81,none,hunter-ostentatious,none,student,high,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
404,5,FALSE,abstemious,formal,friends,car owner,single,independent,81,none,hunter-ostentatious,none,student,high,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
405,6,FALSE,abstemious,formal,friends,car owner,single,independent,81,none,hunter-ostentatious,none,student,high,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
406,5,FALSE,abstemious,formal,friends,car owner,single,independent,81,none,hunter-ostentatious,none,student,high,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
407,6,FALSE,abstemious,formal,friends,car owner,single,independent,81,none,hunter-ostentatious,none,student,high,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
408,6,FALSE,abstemious,formal,friends,car owner,single,independent,81,none,hunter-ostentatious,none,student,high,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
409,6,FALSE,abstemious,formal,friends,car owner,single,independent,81,none,hunter-ostentatious,none,student,high,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
410,6,FALSE,abstemious,formal,friends,car owner,single,independent,81,none,hunter-ostentatious,none,student,high,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
